INBUCR0114_T
Integration time [ms]:   8,000
Averaging Nr. [scans]: 10
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 7314920SP
Wave   ;Sample   ;Dark     ;Reference;Reflectance
[nm]   ;[counts] ;[counts] ;[counts] ;[%]

 199,42;   81,573;   69,124;  212,912; 8,65814
 200,02;   97,626;   97,516;  201,017; 0,10567
 200,62;   75,598;   69,328;  116,337;13,33776
 201,22;   95,489;   89,808;  191,196; 5,60281
 201,82;   70,962;   78,699;  227,849;-5,18744
 202,42;  107,871;  107,919;  211,990;-0,04583
 203,03;   58,300;   49,933;  144,859; 8,81425
 203,63;   68,782;   68,244;  153,253; 0,63378
 204,23;   80,904;   79,167;  197,491; 1,46754
 204,83;   75,174;   74,949;  153,601; 0,28563
 205,43;   62,073;   62,524;  192,612;-0,34638
 206,03;   62,919;   65,952;  137,574;-4,23387
 206,63;   73,750;   73,695;  129,953; 0,09713
 207,24;  102,197;   74,278;  246,960;16,16807
 207,84;   50,965;   58,255;  132,648;-9,79854
 208,44;   58,489;   55,408;  142,596; 3,53324
 209,04;   55,504;   54,593;  111,779; 1,59425
 209,64;   88,847;   74,340;  200,454;11,50312
 210,24;   57,474;   59,249;  129,701;-2,51996
 210,84;   48,843;   60,406;  155,122;-12,20737
 211,44;   79,660;   82,595;  190,227;-2,72608
 212,05;   72,304;   77,893;  120,879;-13,00011
 212,65;   71,700;   82,933;  164,459;-13,77842
 213,25;   99,271;   88,219;  192,990;10,54899
 213,85;   86,622;   87,282;  147,585;-1,09460
 214,45;   54,974;   57,349;  133,901;-3,10294
 215,05;   53,443;   41,406;  140,122;12,19412
 215,65;   50,797;   58,803;  153,048;-8,49412
 216,25;   48,474;   55,649;  132,501;-9,33663
 216,85;   41,434;   29,911;  142,569;10,22869
 217,45;   52,900;   57,033;  133,359;-5,41492
 218,05;   66,223;   64,486;  160,906; 1,80152
 218,66;   35,980;   32,114;  123,343; 4,23814
 219,26;   34,982;   32,444;  110,553; 3,25026
 219,86;   39,595;   33,573;  147,938; 5,26587
 220,46;   64,169;   55,689;  156,280; 8,43015
 221,06;   63,904;   59,567;  179,691; 3,60999
 221,66;   57,367;   48,459;  173,070; 7,14836
 222,26;   43,547;   37,740;  169,554; 4,40548
