CICIMAUCR0180_T
Integration time [ms]:   8,000
Averaging Nr. [scans]: 10
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 7314920SP
Wave   ;Sample   ;Dark     ;Reference;Reflectance
[nm]   ;[counts] ;[counts] ;[counts] ;[%]

 199,42;   70,039;   69,124;  212,912; 0,63632
 200,02;   95,895;   97,516;  201,017;-1,56683
 200,62;   73,477;   69,328;  116,337; 8,82576
 201,22;  101,369;   89,808;  191,196;11,40276
 201,82;   69,462;   78,699;  227,849;-6,19318
 202,42;  105,970;  107,919;  211,990;-1,87297
 203,03;   56,246;   49,933;  144,859; 6,65049
 203,63;   85,746;   68,244;  153,253;20,58924
 204,23;   74,842;   79,167;  197,491;-3,65593
 204,83;   79,597;   74,949;  153,601; 5,90930
 205,43;   54,139;   62,524;  192,612;-6,44566
 206,03;   70,472;   65,952;  137,574; 6,31116
 206,63;   79,575;   73,695;  129,953;10,45095
 207,24;   92,861;   74,278;  246,960;10,76152
 207,84;   63,847;   58,255;  132,648; 7,51768
 208,44;   52,969;   55,408;  142,596;-2,79745
 209,04;   60,000;   54,593;  111,779; 9,45500
 209,64;   75,390;   74,340;  200,454; 0,83231
 210,24;   56,297;   59,249;  129,701;-4,19046
 210,84;   62,194;   60,406;  155,122; 1,88829
 211,44;   90,793;   82,595;  190,227; 7,61730
 212,05;   77,900;   77,893;  120,879; 0,01626
 212,65;   82,446;   82,933;  164,459;-0,59730
 213,25;  100,670;   88,219;  192,990;11,88378
 213,85;   93,799;   87,282;  147,585;10,80742
 214,45;   63,597;   57,349;  133,901; 8,16150
 215,05;   49,794;   41,406;  140,122; 8,49758
 215,65;   49,819;   58,803;  153,048;-9,53247
 216,25;   48,597;   55,649;  132,501;-9,17645
 216,85;   37,244;   29,911;  142,569; 6,50943
 217,45;   61,446;   57,033;  133,359; 5,78184
 218,05;   55,768;   64,486;  160,906;-9,04237
 218,66;   34,720;   32,114;  123,343; 2,85640
 219,26;   31,946;   32,444;  110,553;-0,63648
 219,86;   46,992;   33,573;  147,938;11,73353
 220,46;   65,943;   55,689;  156,280;10,19357
 221,06;   71,042;   59,567;  179,691; 9,55200
 221,66;   60,316;   48,459;  173,070; 9,51510
 222,26;   41,990;   37,740;  169,554; 3,22398
